SMILES,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,,-0.24,,-2.21413,0.308876
CC1(C)N=C(N)N=C(N)N1c1cccc([N+](=O)[O-])c1,,0.06,,-1.62186,0.44476
CC1(C)N=C(N)N=C(N)N1c1ccccc1,,0.28,,-2.16848,0.423741
CC1(C)NC(=N)NC(=N)N1c1ccc(Br)cc1,,1.09,,-0.462947,1.40218
CC1(C)NC(=N)NC(=N)N1c1ccc(C(F)(F)F)cc1,,1.22,,-0.00692057,1.75471
CC1(C)NC(=N)NC(=N)N1c1ccc(I)cc1,,1.39,,-0.402622,1.61739
CC1(C)NC(=N)NC(=N)N1c1ccc(OCC(=O)N2CCOCC2)cc1,,-1.18,,-2.31834,-0.142512
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74,,,2.43261,2.4328
CC1(C)NC(=O)NC1=O,,-0.48,,-0.6672,-0.658522
CC1(C)NC(N)=NC(=N)N1OCCCOc1ccc(Cl)cc1Cl,,,4.83,-0.514009,2.10092
CC1(C)OC(=O)c2ccccc21,,1.73,,2.3399,2.3399
CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,,2.12,,1.80045,1.80045
CC1(C)OC23CC1CCC2CCCC3(C)O,,3.57,,3.15671,3.15671
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C(Cl)=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,,2.99,,2.70173,2.70173
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,,2.48,,2.38886,2.38886
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,,2.53,,2.36606,2.36606
CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,,1.35,,-2.83831,0.289656
CC1(C)OCCO1,,0.46,,0.148185,0.148185
CC1(C)O[C@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1,,,0.5,-0.246844,-0.227642
CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,,,-1.01,-1.05123,-1.03802
CC1(C)Oc2c(O)cccc2C1=O,,1.87,,1.7905,1.79754
CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)C1O,,2.32,,1.06805,1.06805
CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCN(Cc3ccccc3)CC2)[C@@H]1O,,,3.11,2.79819,3.02843
CC1(C)Oc2ccc(C#N)cc2[C@H](NCc2ccccc2)[C@@H]1O,,,3.12,2.84788,2.85806
CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,1.32,,,0.50871,3.30261
CC1(C)SC(c2ccc(O)cc2O)=N[C@@H]1C(=O)O,,,-0.91,-0.825533,1.82006
CC1(C)SC2C(/N=C(\O)C(Cl)c3ccccc3)C(=O)N2C1C(=O)O,,2.3,,-0.626497,2.10277
CC1(C)SC2C(/N=C(\O)C(NS(C)(=O)=O)c3ccccc3)C(=O)N2C1C(=O)O,,0.95,,-2.38871,0.626175
CC1(C)SC2C(/N=C(\O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,,1.4,,-1.76144,1.10912
CC1(C)SC2C(/N=C(\O)Cc3ccc(Cl)cc3Cl)C(=O)N2C1C(=O)O,,3.3,,0.243213,2.68401
CC1(C)SC2C(/N=C(\O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,,2.23,,-0.216828,1.59929
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,,1.13,,-2.53139,1.06093
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,,3.77,,0.216217,3.52306
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,,3.14,,-0.360252,2.79001
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,,0.87,,-2.30183,-1.94412
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,,1.35,,-1.65916,-1.30225
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,,-0.22,,-3.07955,-0.318078
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,,1.31,,-1.71156,-1.5932
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,,2.09,,-1.35984,1.29467
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,,1.83,,-1.34138,1.57996
CC1(C)SSC(C)(C)[C@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]1C(=O)O,,,1,-1.07219,-0.929225
CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,,,1.76,-1.34138,1.57996
CC1(C)S[C@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@@H]1C(=O)O,,,-1.71,-2.30183,-1.94412
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,2.46,,,1.78175,1.78178
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.8,,,2.99376,2.99382
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84,,,3.40401,3.40431
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N[C@@H](CCCCCCCc1ccc3c(n1)NCCC3)C(=O)O)C(=O)C2,,,1.18,1.86528,2.74274
CC1(C2=CCCCC2)C(O)=NC(=O)N=C1O,,1.6,,-0.663275,1.03494
CC1(CCl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,,5.49,,5.76121,5.76121
CC1(CO)COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)OC1,,2.1,,2.53432,2.53434
CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,2.2,,,3.30673,3.31084
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,,,3.61,4.39414,4.5964
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,1.99,,,1.89064,3.94593
CC1(N/C(O)=N/c2ccccc2)CCCCC1,,3.6,,3.10851,3.10856
CC1(NC(=O)N(CCCl)N=O)CCCC1,,,2.7,2.73351,2.73367
CC1(O)CC23C(O)C1CCC2(O)C(C)(O)C1C2OC2C(C)(C)C1(O)C(O)C3O,,-0.57,,-0.388078,-0.388078
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,,0.27,,0.374334,0.374334
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,,2.38,,2.69025,2.69025
CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,,2.99,,3.3013,3.3013
CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,2.54,,,1.93957,2.08248
CC1(O)OC(=O)c2ccccc21,,0.81,,1.00926,1.00926
CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,1.11,,,1.60713,4.96715
CC1(c2ccc(C#N)cc2)SCC(C(C)(C)C)CS1,,,4.895,4.84151,4.84151
CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,1.59,,,2.09205,2.14713
CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,2.79,,,3.02144,3.02361
CC1(c2ccc(F)cc2)OC2CC3C4CCC5=CC(=O)CCC5C4CCC3(C)C2(C(=O)CO)O1,,4.92,,4.11071,4.11071
CC1(c2ccc(F)cc2)O[C@H]2CC3C4CCC5=CC(=O)CC[C@@H]5C4CC[C@@]3(C)[C@@]2(C(=O)CF)O1,,,5.48,4.50399,4.50399
CC1(c2ccc(I)cc2)SCC(C(C)(C)C)CS1,,,6.496,6.48066,6.48066
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,,4.65,,4.40077,4.40077
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,,0.91,,1.14055,1.32727
CC1(c2ccccc2)CC(=O)NC(N)=N1,0.62,,,0.768134,0.872196
CC1(c2ccccc2)N=C(O)N=C1O,,1.02,,0.809822,0.943735
CC1(c2ccccc2)OC(=O)N=C1O,,1.85,,-0.301061,1.40052
CC1(c2ccco2)O[C@H]2CC3C4CCC5=CC(=O)CC[C@@H]5C4CC[C@@]3(C)[C@@]2(C(=O)CF)O1,,,4.13,3.41606,3.41606
CC1(c2ccco2)O[C@H]2CC3C4CCC5=CC(=O)CC[C@@H]5C4CC[C@@]3(C)[C@@]2(C(=O)CO)O1,,,3.9,3.14593,3.14593
CC1(c2ccncc2)CCC(O)=NC1=O,,0.07,,-0.904045,0.787807
CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,2,,,2.31571,2.31586
CC12C(=O)NC(=O)N1CCc1ccccc12,,,1.52,0.571006,0.91349
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,,1.465,,1.63445,1.63445
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,1.62,,1.27213,1.27213
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,,0.27,,0.0722559,0.0722559
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,,-0.56,,-0.83447,-0.83447
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,,1.16,,0.721274,0.721274
CC12CC(Cl)(Cl)C(CC1(Cl)Cl)C2(CCl)C(Cl)Cl,,5.49,,5.61731,5.61731
CC12CC(O)C3C(CCC4(O)CC(O)CC(O)C34CO)C1(O)CCC2C1=CC(=O)OC1,,-0.02,,-0.925353,-0.925353
CC12CC(O)[C@]3(F)C(CCC4=CC(=O)CCC43C)C1CC[C@@]2(O)C(=O)CO,,,1.73,1.48561,1.48561
CC12CC(O)[C@]3(F)C(CCC4=CC(=O)CCC43C)C1CC[C@@]2(O)C(=O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O,,,0.25,0.210963,0.210963
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,,3.08,,3.16812,3.16812
CC12CC3(C)CC(C)(C1)CC(N)(C2)C3,,4.01,4.01,1.49525,4.07211
CC12CC3(C)CC(C)(C1)CC(NC(=O)N(CCCl)N=O)(C2)C3,,,5.575,4.92517,4.92538
CC12CC3CC(C)(C1)CC(N)(C3)C2,0.06,3.28,3.28,0.851384,3.47861
CC12CC3CC(C1)CC(N)(C3)C2,,3.01,3.01,0.210305,2.8394
CC12CCC(=O)C=C1C1(CC1)CC1C2CCC2(C)C1CCC21CCC(=O)O1,,3.15,,3.92172,3.92172
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,,3.08,,3.26995,3.26995
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,,2.68,,3.22668,3.22668
CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,,1.67,,2.29744,2.29744
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,,1.47,,1.71789,1.71789
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,,1.94,,2.20043,2.20043
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,1.61,,1.41019,1.41019
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(N)=O,,1.43,,1.3392,1.3392
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(=O)O,,3.26,,0.621822,2.93942
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(N)=O,,2.3,,2.43238,2.43238
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCO,,2.79,,2.8827,2.8827
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,,0.15,,0.180726,0.180726
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CC[C@]2(O)C(=O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O,,,0.15,0.180726,0.180726
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,,2.88,,3.16031,3.16031
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,3.3,3.32,,3.38787,3.38787
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,,3.36,,3.78322,3.78322
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,,3.08,,2.29923,2.29923
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO,,2,,1.86981,1.86981
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,,2.98,,3.42355,3.42355
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,,1.67,,1.48561,1.48561
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC(O)C12F,,2.4,,2.576,2.576
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312,,1.89,,2.54746,2.54746
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3CCC12C,,2.98,,3.41015,3.41015
CC12CCC(C(=O)C1=O)C2(C)C,,,1.52,1.72041,1.72041
CC12CCC(C1)C(C)(C)C2=O,,3.52,,2.75753,2.75753
CC12CCC(C1)C(C)(C)C2O,,3.17,,3.09245,3.09245
CC12CCC(CC1)C(C)(C)O2,,2.62,,3.0631,3.0631
CC12CCC(CC1=O)C2(C)C,,2.38,,2.38759,2.38759
CC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12,,3.55,,3.44514,3.44514
CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,,1.1,,1.92594,1.92594
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O,,1.6,,2.02711,2.02711
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,,2.64,,3.16031,3.16031
CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,,-0.14,,-0.295585,1.94029
CC12CCC(c3c1ssc3=S)C2(C)C,,3.8,,4.21685,4.21685
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,,3.23,,3.33169,3.33169
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,,0.64,,0.811807,0.811807
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,,2.75,,3.20688,3.20688
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,,3.6,,3.31743,3.31743
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,,3.55,,3.4837,3.4837
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,,3.69,,3.61648,3.61648
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,,4.16,,3.68004,3.68004
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,,2.62,,2.91096,2.91096
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,,2.45,,2.63733,2.63786
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,,3.13,,3.75112,3.75179
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,,3.91,,3.83377,3.8343
CC12NC(Cc3ccccc31)c1ccccc12,1.7,,,3.09142,3.19116
CC1=C(/C(O)=N/c2ccccc2-c2ccccc2)SCCO1,,2.54,,2.89935,2.90152
CC1=C(/C=C(/C)C(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,,,-0.65,-1.63509,1.10067
CC1=C(/C=C/C(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,,,-0.95,-1.71019,0.876531
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1=O,,,6.63,4.28414,4.28414
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1O,,,6.1,4.39342,4.39342
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,,,6.16,6.1065,6.1065
CC1=C(C#N)C(c2cccc([N+](=O)[O-])c2)C(C#N)=C(C)N1,,,1.45,2.50753,2.5076
CC1=C(C(=N)O)SCCO1,,-0.22,,0.542265,0.542272
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,,0.755,,0.905126,0.905171
CC1=C(C(=O)Nc2ccccc2)S(=O)CCO1,,0.64,,0.571249,0.57127
CC1=C(C(=O)Nc2ccccc2)SCCO1,,2.14,,2.08639,2.08648
CC1=C(C(=O)O)N2C(=O)C(/N=C(\O)C(OC(=O)C(C)C)c3ccccc3)C2SC1,,2.05,,-0.835541,2.08499
CC1=C(C(=O)O)N2C(=O)C(/N=C(\O)Cc3cccs3)C2SC1,,0.61,,-1.06659,0.996846
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,,0.65,,-1.97876,-1.72374
CC1=C(C(=O)O)N2C(=O)C(NC(NC(=O)c3nn(-c4ccccc4)c(=O)[nH]c3=O)c3ccc(O)cc3)C2SC1,,1.26,,-1.08402,0.541547
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,-0.86,,,-2.35822,-2.08439
CC1=C(C(=O)O)SCCO1,,0.04,,-1.75554,0.905663
CC1=C(C(=O)OCc2ccccc2)C(c2ccc(-c3ccccc3)cc2)N(Cc2ccc(-c3nnn[nH]3)cc2)C(=S)N1,,,6.4,2.29098,5.44836
CC1=C(C)C(=O)C(/C(=C/CCCCC(=O)O)c2cccnc2)=C(C)C1=O,,,1.05,0.207519,2.98066
CC1=C(C)C(=O)C(C(C)c2cccnc2)=C(C)C1=O,,,2.85,2.52362,2.52393
CC1=C(C)C(=O)C(C(CCCC(=O)O)c2cccnc2)=C(C)C1=O,,,0.35,-1.12765,1.59769
CC1=C(C)C(=O)C(C(CCCCC(=O)O)c2cccnc2)=C(C)C1=O,,,0.85,-0.553572,2.09878
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,2.48,,,1.27334,3.86497
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2cccnc2)=C(C)C1=O,,,1.35,-0.0602539,2.54572
CC1=C(C)C(=O)C(C(CCCCCCC(=O)O)c2cccnc2)=C(C)C1=O,,,1.85,0.390583,2.97143
CC1=C(C)C(=O)C(C(CCCCCO)c2cccnc2)=C(C)C1=O,,,3.69,2.818,2.81824
CC1=C(C)C(=O)C(C(CCCCO)c2cccnc2)=C(C)C1=O,,,3.19,2.39615,2.39637
CC1=C(C)C(=O)C(C(c2ccccc2)c2cccnc2)=C(C)C1=O,,,4.48,3.406,3.40608
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(/C=C(/C)C(=O)O)c2)=C(C)C1=O,,,2.08,0.0583197,3.06855
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(/C=C/C(=O)O)c2)=C(C)C1=O,,,1.78,-0.139975,2.84587
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(CCC(=O)O)c2)=C(C)C1=O,,,2.08,0.251851,2.93852
CC1=C(C)C(=O)C(C)=C(C)C1=O,,2.23,2.12,1.76988,1.76988
CC1=C(C)C(=O)C(C)C(=O)O1,,0.36,,-0.77541,0.577255
CC1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,,2.55,2.55,2.189,2.18924
CC1=C(C)C(=O)C=CC1=O,,1.23,,0.952255,0.952255
CC1=C(C)S(=O)(=O)CCS1(=O)=O,,-0.17,,-1.06355,-1.06355
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CCc3ccc(C)cc3)C2=O)C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O,3.36,,,5.58292,6.7488
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3Cc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(Cc3ccccc3)c2C1=O,2.73,,,4.50631,5.6745
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,-0.01,,,0.133768,3.18912
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,,3.29,,0.216594,3.38373
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,,3.42,,0.133768,3.18912
CC1=C(CCC(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,,,-0.65,-1.71709,0.870832
CC1=C(CCC(C)C)C(=O)c2ccccc2C1=O,,,4.69,4.01448,4.01448
CC1=C(Cc2cccnc2)C(=O)c2ccccc2C1=O,,,2.77,2.65366,2.65383
CC1=C(N)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31,,,0.23,-0.540475,-0.466706
CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,,1.36,1.36,1.12492,1.12492
CC1=C(N2CC2)C(=O)C(CCO)=C(N2CC2)C1=O,,0.49,0.18,0.426201,0.426201
CC1=C(N2CC2)C(=O)C(CCOC(N)=O)=C(N2CC2)C1=O,,0.16,0.16,0.238862,0.238884
CC1=C(N2CC2)C(=O)C(Cl)=C(N2CC2)C1=O,,1.2,1.2,1.09335,1.09335
CC1=C(N2CC2)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1C3N1C,,,0.71,0.215092,0.347456
CC1=C(N2CC2)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31,,,0.3,-0.162129,-0.023818
CC1=C(N2CC2C)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1C3N1C,,,1.23,0.477732,0.646907
CC1=C(N2CC2C)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31,,,0.82,0.0659958,0.257779
CC1=C(NCc2ccco2)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31,,,1.33,0.302707,0.482856
CC1=C(O)C(=O)c2ccccc2C1=O,,,0.2,-0.577137,1.67009
CC1=C(c2ccccc2)CCN(C)C1,,3.18,,1.39915,2.81631
CC1=C2C3OC(=O)C(C)C3C(O)C(O)C2(C)C=CC1=O,,-0.7,,0.144999,0.144999
CC1=C2C[C@@H]3[C@@H](CC=C4C[C@H](O)CC[C@]43C)[C@@H]2CC[C@]12O[C@H]1C[C@@H](C)CN[C@@H]1[C@H]2C,2.63,,,3.16603,4.47036
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1CCC/N=C(\O)N(CCCl)N=O,,2.84,,2.668,2.66869
CC1=CC(=O)C(=O)C(C)O1,,0.44,,0.126137,0.126137
CC1=CC(=O)C(=O)C(C/N=C(\O)C(C)C)N1C,,-0.35,,0.791526,0.791581
CC1=CC(=O)C(=O)C(C/N=C(\O)CC/N=C(/C)O)N1C,,-1.7,,0.310588,0.311149
CC1=CC(=O)C(=O)CO1,,-0.59,,-0.312845,-0.312845
CC1=CC(=O)C(C(C)C)=CC1=O,,2.2,,1.9461,1.9461
CC1=CC(=O)C(C(C)C)CC1,,2.85,,2.69746,2.69746
CC1=CC(=O)C(C)=C(C)C1=O,,1.82,,1.38775,1.38775
CC1=CC(=O)C(C)=CC1=O,,1.28,1.24,1.01476,1.01476
CC1=CC(=O)C2CC1C2(C)C,,2.23,,2.28842,2.28842
CC1=CC(=O)C=C(Br)C1=O,,1.21,,1.29678,1.29678
CC1=CC(=O)C=C(C)C1=O,,1.22,1.22,1.05797,1.05797
CC1=CC(=O)C=CC1=O,,0.72,0.73,0.635631,0.635631
CC1=CC(=O)CC(C)(C)C1,,1.7,,2.22623,2.22623
CC1=CC(=O)c2ccccc2C1=O,,2.2,2.2,2.02261,2.02261
CC1=CC(N=NC(=N)N)C=CC1N=NC(=N)S,,1.66,,0.618655,1.01758
CC1=CC(O)C2CC1C2(C)C,,3.16,,2.69883,2.69883
CC1=CC2(C)OC3C(=O)N(C)C(=O)C3C2N=C1,,,0,0.923523,0.924283
CC1=CC2(C)OC3C(=O)N(C4CC4)C(=O)C3C2N=C1,,,0.5,1.31333,1.31413
CC1=CC2(C)OC3C(=O)N(Cc4ccccc4)C(=O)C3C2N=C1,,,1.51,2.08779,2.09319
CC1=CC2(C)OC3C(=O)N([C@H](C)c4ccccc4)C(=O)C3C2N=C1,,,1.7,2.38552,2.39077
CC1=CC2C(CC1)C2(C)C,,4.44,,4.48595,4.48595
CC1=CC=C(/C=N/O)CC1,,,0.78,1.95667,1.95696
CC1=CC=C(C(C)C)CC1,,4.25,,4.71041,4.71041
CC1=CC=CC(C#N)[C@@H]1c1cccc2c1-c1cccc3c1[C@H](C2)N(C)CC3,,,6.1,4.26291,4.71772
CC1=CCC(=C(C)C)CC1,,4.47,,4.38937,4.38937
CC1=CCC(C(C)(C)O)CC1,,2.98,,2.95192,2.95192
CC1=CCC(C(C)(C)O)CC1O,,1.81,,1.23114,1.23114
CC1=CCC(C(C)C)=CC1,,4.5,,4.59743,4.59743
CC1=CCC(C)(C)C=CCC2(C)OC2CC1,,4.45,,4.70228,4.70228
CC1=CCC(O)(C(C)C)CC1,,3.26,,2.87449,2.87449
CC1=CCC2C(C1)C2(C)C,,4.38,,4.43829,4.43829
CC1=CCC2C(C1)c1c(O)cc(NS(C)(=O)=O)cc1OC2(C)C,,3.12,,3.17175,3.26012
CC1=CCC2C(C1=O)C2(C)C,,2.42,,2.36364,2.36364
CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,,5.3,,4.4553,4.4553
CC1=CCC2CC1C2(C)C,,4.83,,4.36188,4.36188
CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=O,,,7.09,5.90341,5.90341
CC1=CCCC(C)C12CCC(C(C)(C)O)C2,,4.59,,4.67212,4.67212
CC1=NC(=NCC(C)O)C(C#N)=CC1c1ccccc1,,2.72,,1.81239,1.81248
